"customer_id","customer_name","birth_date","customer_job","created_at","annual_income","income_level","main_bank_yn","salary_transfer_yn","auto_transfer_yn","card_usage_yn","marketing_agree_yn","transaction_months","available_monthly_saving","updated_at"
258,고객_258,2005-06-06,회사원,2020-05-19,7000,높음,true,true,true,true,true,104,700000,2026-02-18
259,고객_259,1997-09-18,프리랜서,2022-05-19,6000,높음,true,false,true,true,true,86,500000,2026-03-19
260,고객_260,1989-12-27,프리랜서,2001-05-24,1800,낮음,false,true,false,false,false,3,400000,2026-03-10
261,고객_261,1995-12-26,공무원,2001-05-24,8000,높음,true,true,true,true,true,180,1000000,2026-04-25
262,고객_262,2002-12-16,회사원,2025-05-18,3600,중간,true,false,false,false,false,238,300000,2026-04-15
263,고객_263,1988-06-09,프리랜서,2016-05-20,2600,낮음,true,false,false,true,false,4,200000,2026-03-15
264,고객_264,2003-10-16,자영업,2024-05-18,3000,중간,true,true,true,true,false,29,700000,2026-04-10
265,고객_265,1999-06-11,군인,2017-05-20,10000,높음,true,false,false,false,true,102,4000000,2026-05-06
266,고객_266,1990-07-19,주부,2020-05-19,5000,중간,true,true,true,true,true,40,1500000,2026-04-27
267,고객_267,2001-12-28,공무원,2019-05-20,6000,높음,true,true,false,false,true,143,1000000,2026-03-08
268,고객_268,1969-06-03,프리랜서,2018-05-20,6000,높음,true,true,true,true,false,178,1000000,2026-03-14
269,고객_269,1993-11-08,자영업,2003-05-24,4200,중간,false,false,false,true,false,9,1000000,2026-04-12
270,고객_270,2004-05-17,전문직,2016-05-20,3600,중간,true,false,true,false,false,24,500000,2026-03-11
271,고객_271,1983-06-03,회사원,2016-05-20,8000,높음,false,false,false,true,true,104,1000000,2026-03-11
272,고객_272,1986-11-15,공무원,2018-05-20,9000,높음,true,true,true,false,true,67,2000000,2026-03-31
273,고객_273,1986-12-22,공무원,2018-05-20,12000,높음,true,false,true,true,true,47,3000000,2026-05-16
274,고객_274,1976-09-09,주부,2001-05-24,2500,낮음,true,false,false,false,false,94,500000,2026-04-24
275,고객_275,1984-05-28,주부,2004-05-23,4200,중간,true,true,true,true,true,8,700000,2026-03-01
276,고객_276,2004-06-11,군인,2021-05-19,5500,중간,true,false,true,true,true,39,1000000,2026-05-01
277,고객_277,1980-07-30,주부,2025-05-18,9000,높음,true,false,false,true,false,78,3000000,2026-02-28
278,고객_278,1993-04-26,회사원,2009-05-22,5000,중간,true,true,true,true,false,180,1000000,2026-03-25
279,고객_279,2001-06-26,프리랜서,2020-05-19,4000,중간,true,true,true,true,true,58,1500000,2026-03-04
280,고객_280,1991-05-03,전문직,2014-05-21,9000,높음,false,true,false,true,false,64,3000000,2026-04-25
281,고객_281,1982-09-06,주부,2022-05-19,3600,중간,true,false,false,false,true,93,100000,2026-03-03
282,고객_282,1993-12-07,주부,2003-05-24,3600,중간,true,true,true,false,false,43,1000000,2026-02-18
283,고객_283,1986-10-06,전문직,2013-05-21,4800,중간,true,true,false,true,true,70,300000,2026-05-08
284,고객_284,1966-06-09,주부,2020-05-19,2600,낮음,false,false,false,false,false,8,500000,2026-04-10
285,고객_285,1994-07-01,공무원,2001-05-24,4000,중간,true,true,true,false,false,173,500000,2026-02-21
286,고객_286,1976-07-29,자영업,2004-05-23,2600,낮음,false,false,false,false,false,9,100000,2026-02-23
287,고객_287,1999-11-11,군인,2020-05-19,4200,중간,false,true,false,true,false,52,300000,2026-02-28
288,고객_288,1998-11-29,회사원,2019-05-20,7000,높음,true,true,false,true,true,135,1500000,2026-05-01
289,고객_289,1979-12-18,회사원,2005-05-23,3600,중간,false,false,false,false,false,39,500000,2026-05-09
290,고객_290,1986-05-12,회사원,2009-05-22,7000,높음,true,true,true,true,true,89,700000,2026-04-26
291,고객_291,1979-04-05,공무원,2013-05-21,2200,낮음,false,true,true,false,true,5,300000,2026-05-04
292,고객_292,2000-08-07,전문직,2016-05-20,2200,낮음,false,true,true,false,false,6,200000,2026-03-24
293,고객_293,1996-01-21,군인,2020-05-19,8000,높음,false,false,true,true,false,39,1500000,2026-02-25
294,고객_294,1995-08-16,공무원,2001-05-24,4200,중간,false,true,true,false,false,39,300000,2026-05-10
295,고객_295,2002-01-18,프리랜서,2016-05-20,1800,낮음,false,false,false,false,false,11,300000,2026-03-01
296,고객_296,1993-05-16,자영업,2007-05-23,5500,중간,false,true,false,false,false,77,500000,2026-03-19
297,고객_297,1978-11-23,공무원,2001-05-24,8000,높음,true,true,true,true,false,98,2000000,2026-05-13
298,고객_298,1978-07-26,공무원,2013-05-21,5500,중간,false,false,false,true,false,33,1000000,2026-04-30
299,고객_299,2004-07-17,군인,2023-05-19,5000,중간,true,true,true,true,false,80,700000,2026-03-01
300,고객_300,1984-03-15,회사원,2025-05-18,2600,낮음,false,false,false,true,true,4,200000,2026-03-24
