"account_id","customer_id","product_id","account_number","join_date","maturity_date","contract_months","deposit_amount","monthly_amount","current_balance","account_status","applied_rate","created_at"
68,128,8,"280-910044-00068",2022-05-19,2025-05-19,36,,300000,10800000,MATURED,5.73,2022-05-19
75,129,7,"280-910044-00075",2023-05-19,2023-12-19,7,,299938,2099566,MATURED,7.58,2024-05-18
74,129,7,"280-910044-00074",2023-11-10,2025-11-10,24,,300000,7200000,MATURED,9.47,2023-05-19
73,129,7,"280-910044-00073",2023-05-19,2023-09-19,4,,300000,1200000,MATURED,5.48,2023-05-19
72,129,7,"280-910044-00072",2026-01-10,2026-02-10,1,,300000,300000,MATURED,4.14,2023-05-19
71,129,7,"280-910044-00071",2024-11-15,2026-10-15,23,,131059,2359062,ACTIVE,4.19,2023-05-19
81,130,1,"280-910044-00081",2017-12-06,2018-10-06,10,6423786,,6423786,MATURED,2.19,2022-05-19
80,130,1,"280-910044-00080",2019-04-14,2021-04-14,24,25598778,,25598778,MATURED,1.92,2015-05-21
79,130,1,"280-910044-00079",2021-07-08,2023-02-08,19,40402200,,40402200,MATURED,2.08,2021-05-19
78,130,1,"280-910044-00078",2016-09-12,2018-05-12,20,49288639,,49288639,MATURED,1.81,2008-05-22
84,131,1,"280-910044-00084",2018-08-01,2020-03-01,19,4340360,,4340360,MATURED,2.04,2015-05-21
83,131,1,"280-910044-00083",2019-07-01,2020-03-01,8,51352645,,51352645,MATURED,2.08,2012-05-21
82,131,1,"280-910044-00082",2025-09-21,2028-07-21,34,35698976,,35698976,ACTIVE,1.83,2009-05-22
86,132,1,"280-910044-00086",2016-10-16,2018-01-16,15,48159383,,48159383,MATURED,2.04,2024-05-18
85,132,1,"280-910044-00085",2024-05-12,2024-12-12,7,34215375,,34215375,MATURED,2.13,2010-05-22
89,133,1,"280-910044-00089",2024-02-23,2025-12-23,22,44485763,,44485763,MATURED,1.93,2019-05-20
88,133,1,"280-910044-00088",2018-07-17,2019-02-17,7,33113397,,33113397,MATURED,2.13,2024-05-18
87,133,1,"280-910044-00087",2023-11-17,2024-08-17,9,28885406,,28885406,MATURED,2.13,2011-05-22
92,134,8,"280-910044-00092",2017-10-05,2020-10-05,36,,300000,10800000,MATURED,5.62,2016-05-20
91,134,8,"280-910044-00091",2019-03-09,2022-03-09,36,,300000,10800000,MATURED,5.57,2012-05-21
90,134,8,"280-910044-00090",2022-03-04,2025-03-04,36,,116535,4195260,MATURED,5.62,2022-05-19
94,135,2,"280-910044-00094",2018-12-05,2021-12-05,36,,200000,7200000,MATURED,3.63,2007-05-23
93,135,2,"280-910044-00093",2017-10-27,2020-04-27,30,,169902,5097060,MATURED,4.54,2012-05-21
96,136,7,"280-910044-00096",2021-05-19,2022-10-19,17,,300000,5100000,MATURED,4.82,2023-05-19
95,136,7,"280-910044-00095",2021-05-19,2021-06-19,1,,300000,300000,MATURED,7.87,2021-05-19
97,137,9,"280-910044-00097",2024-02-03,2026-07-03,29,,863248,23307696,ACTIVE,2.52,2020-05-19
98,138,7,"280-910044-00098",2021-07-13,2021-09-13,2,,300000,600000,MATURED,6.56,2015-05-21
101,139,5,"280-910044-00101",2025-11-24,2026-11-24,12,,300000,1500000,ACTIVE,4.51,2007-05-23
100,139,5,"280-910044-00100",2018-01-30,2019-01-30,12,,300000,3600000,MATURED,4.52,2007-05-23
99,139,5,"280-910044-00099",2023-07-20,2024-07-20,12,,215084,2581008,MATURED,2.16,2016-05-20
105,140,1,"280-910044-00105",2025-05-18,2028-04-18,35,27749043,,27749043,ACTIVE,1.83,2025-05-18
104,140,1,"280-910044-00104",2025-05-18,2026-04-18,11,6438359,,6438359,MATURED,1.93,2025-05-18
103,140,1,"280-910044-00103",2025-05-18,2027-09-18,28,22711838,,22711838,ACTIVE,2.04,2025-05-18
106,141,7,"280-910044-00106",2023-05-19,2024-04-19,11,,38909,427999,MATURED,4.05,2025-05-18
108,142,8,"280-910044-00108",2025-01-23,2028-01-23,36,,300000,4800000,ACTIVE,5.53,2013-05-21
107,142,8,"280-910044-00107",2020-08-06,2023-08-06,36,,185437,6675732,MATURED,5.75,2012-05-21
110,143,8,"280-910044-00110",2021-04-18,2024-04-18,36,,300000,10800000,MATURED,5.93,2024-05-18
109,143,8,"280-910044-00109",2022-04-24,2025-04-24,36,,300000,10800000,MATURED,5.57,2020-05-19
112,144,7,"280-910044-00112",2022-07-03,2024-07-03,24,,283417,6802008,MATURED,5.09,2019-05-20
111,144,7,"280-910044-00111",2018-03-25,2019-03-25,12,,300000,3600000,MATURED,6.08,2016-05-20
114,145,10,"280-910044-00114",2024-05-18,2025-09-18,16,5356955,,5356955,MATURED,1.92,2024-05-18
113,145,10,"280-910044-00113",2024-05-18,2028-10-18,53,39730746,,39730746,ACTIVE,2.09,2024-05-18
116,146,5,"280-910044-00116",2025-07-08,2026-07-08,12,,300000,3000000,ACTIVE,4.96,2020-05-19
115,146,5,"280-910044-00115",2025-01-15,2026-01-15,12,,300000,3600000,MATURED,3.42,2014-05-21
118,147,10,"280-910044-00118",2026-03-07,2029-03-07,36,14160008,,14160008,CLOSED,1.41,2005-05-23
117,147,10,"280-910044-00117",2017-09-10,2018-10-10,13,11568108,,11568108,MATURED,1.44,2005-05-23
120,148,4,"280-910044-00120",2024-05-18,2029-03-18,58,,987483,23699592,ACTIVE,2.45,2024-05-18
119,148,4,"280-910044-00119",2024-05-18,2026-03-18,22,,659348,14505656,MATURED,2.18,2024-05-18
121,149,4,"280-910044-00121",2025-05-18,2029-08-18,51,,948086,11377032,ACTIVE,3.23,2025-05-18
123,150,10,"280-910044-00123",2019-12-25,2022-11-25,35,6464067,,6464067,MATURED,1.49,2022-05-19
125,151,4,"280-910044-00125",2025-05-18,2030-08-18,63,,206095,2473140,ACTIVE,2.37,2025-05-18
124,151,4,"280-910044-00124",2025-05-18,2027-07-18,26,,681275,8175300,ACTIVE,2.46,2025-05-18
126,152,10,"280-910044-00126",2025-07-01,2025-09-01,2,3241698,,3241698,MATURED,1.43,2019-05-20
128,153,8,"280-910044-00128",2019-03-04,2022-03-04,36,,300000,10800000,MATURED,5.67,2024-05-18
127,153,8,"280-910044-00127",2021-11-11,2024-11-11,36,,300000,10800000,MATURED,5.66,2016-05-20
131,154,2,"280-910044-00131",2026-03-15,2030-11-15,56,,200000,400000,ACTIVE,4.97,2018-05-20
130,154,2,"280-910044-00130",2019-03-13,2023-11-13,56,,200000,11200000,MATURED,4.93,2011-05-22
129,154,2,"280-910044-00129",2023-10-05,2025-06-05,20,,200000,4000000,MATURED,4.67,2022-05-19
134,155,1,"280-910044-00134",2023-06-25,2026-01-25,31,9225226,,9225226,MATURED,1.83,2017-05-20
133,155,1,"280-910044-00133",2024-04-26,2026-07-26,27,12482320,,12482320,ACTIVE,2.13,2017-05-20
132,155,1,"280-910044-00132",2024-11-06,2025-04-06,5,22100653,,22100653,MATURED,1.99,2017-05-20
137,156,9,"280-910044-00137",2023-05-19,2024-04-19,11,,34560,380160,MATURED,2.34,2024-05-18
136,156,9,"280-910044-00136",2023-05-19,2024-02-19,9,,85002,765018,MATURED,2.30,2025-05-18
135,156,9,"280-910044-00135",2025-08-28,2027-07-28,23,,32168,257344,ACTIVE,2.21,2025-05-18
139,157,7,"280-910044-00139",2023-05-19,2024-03-19,10,,300000,3000000,MATURED,5.04,2023-05-19
138,157,7,"280-910044-00138",2023-05-19,2024-01-19,8,,127689,1021512,MATURED,10.31,2023-05-19
140,158,9,"280-910044-00140",2017-04-02,2018-07-02,15,,271290,4069350,MATURED,2.45,2011-05-22
143,159,2,"280-910044-00143",2020-08-21,2022-04-21,20,,200000,4000000,MATURED,4.44,2020-05-19
142,159,2,"280-910044-00142",2022-05-03,2026-09-03,52,,200000,9800000,ACTIVE,4.08,2016-05-20
141,159,2,"280-910044-00141",2022-08-22,2027-03-22,55,,200000,9000000,ACTIVE,4.60,2015-05-21
147,160,6,"280-910044-00147",2022-11-01,2024-07-01,20,,154442,3088840,MATURED,2.84,2025-05-18
146,160,6,"280-910044-00146",2023-08-09,2024-11-09,15,,500000,7500000,MATURED,3.99,2016-05-20
145,160,6,"280-910044-00145",2024-10-10,2026-03-10,17,,500000,8500000,MATURED,2.70,2018-05-20
151,161,4,"280-910044-00151",2023-11-15,2026-07-15,32,,221213,6636390,ACTIVE,2.99,2014-05-21
150,161,4,"280-910044-00150",2021-11-17,2023-12-17,25,,644259,16106475,MATURED,2.29,2019-05-20
149,161,4,"280-910044-00149",2018-12-09,2020-10-09,22,,222965,4905230,MATURED,2.20,2024-05-18
148,161,4,"280-910044-00148",2026-04-24,2031-01-24,57,,378051,378051,ACTIVE,2.20,2008-05-22
152,162,6,"280-910044-00152",2021-01-25,2023-10-25,33,,207784,6856872,MATURED,4.71,2024-05-18
154,163,5,"280-910044-00154",2018-05-20,2019-05-20,12,,300000,3600000,MATURED,4.23,2018-05-20
153,163,5,"280-910044-00153",2021-10-28,2022-10-28,12,,300000,3600000,MATURED,3.58,2019-05-20
157,164,3,"280-910044-00157",2024-05-18,2030-01-18,68,,803361,19280664,ACTIVE,1.95,2024-05-18
156,164,3,"280-910044-00156",2024-05-18,2029-07-18,62,,275533,6612792,ACTIVE,2.17,2024-05-18
155,164,3,"280-910044-00155",2024-05-18,2029-08-18,63,,724490,17387760,ACTIVE,3.15,2024-05-18
158,165,1,"280-910044-00158",2019-10-23,2021-11-23,25,24235850,,24235850,MATURED,1.81,2023-05-19
159,166,10,"280-910044-00159",2019-05-27,2023-07-27,50,47911177,,47911177,MATURED,1.91,2016-05-20
161,167,8,"280-910044-00161",2025-09-20,2028-09-20,36,,233733,1869864,ACTIVE,6.00,2020-05-19
160,167,8,"280-910044-00160",2024-04-04,2027-04-04,36,,300000,7500000,ACTIVE,5.94,2022-05-19
162,168,6,"280-910044-00162",2018-01-17,2019-09-17,20,,187656,3753120,MATURED,5.52,2022-05-19
164,169,3,"280-910044-00164",2023-05-17,2027-02-17,45,,884091,31827276,ACTIVE,1.95,2023-05-19
163,169,3,"280-910044-00163",2020-04-04,2026-01-04,69,,486755,33586095,MATURED,2.60,2017-05-20
168,170,9,"280-910044-00168",2025-05-18,2025-11-18,6,,17189,103134,MATURED,2.25,2025-05-18
167,170,9,"280-910044-00167",2025-05-18,2027-05-18,24,,72853,874236,ACTIVE,2.23,2025-05-18
170,171,2,"280-910044-00170",2018-11-17,2020-07-17,20,,200000,4000000,MATURED,4.80,2010-05-22
169,171,2,"280-910044-00169",2018-05-28,2020-05-28,24,,200000,4800000,MATURED,4.41,2021-05-19
173,172,7,"280-910044-00173",2017-12-25,2019-01-25,13,,248700,3233100,MATURED,8.77,2007-05-23
172,172,7,"280-910044-00172",2026-03-08,2027-01-08,10,,300000,600000,CLOSED,6.60,2020-05-19
171,172,7,"280-910044-00171",2025-11-20,2027-06-20,19,,300000,1500000,ACTIVE,5.08,2005-05-23
175,173,1,"280-910044-00175",2019-06-19,2021-04-19,22,7198556,,7198556,MATURED,1.91,2022-05-19
174,173,1,"280-910044-00174",2017-07-22,2018-06-22,11,51795369,,51795369,MATURED,2.15,2019-05-20
176,174,9,"280-910044-00176",2023-02-21,2024-03-21,13,,326644,4246372,MATURED,2.47,2019-05-20
179,175,6,"280-910044-00179",2025-12-03,2027-11-03,23,,467296,2336480,ACTIVE,4.93,2020-05-19
178,175,6,"280-910044-00178",2019-04-12,2022-04-12,36,,224614,8086104,MATURED,5.04,2022-05-19
177,175,6,"280-910044-00177",2017-02-06,2020-01-06,35,,204638,7162330,MATURED,3.91,2019-05-20
181,176,3,"280-910044-00181",2018-04-11,2022-06-11,50,,131567,6578350,MATURED,2.94,2017-05-20
180,176,3,"280-910044-00180",2024-02-17,2025-09-17,19,,117775,2237725,MATURED,2.69,2015-05-21
183,177,5,"280-910044-00183",2021-12-03,2022-12-03,12,,300000,3600000,MATURED,4.59,2020-05-19
182,177,5,"280-910044-00182",2020-05-19,2021-05-19,12,,105501,1266012,MATURED,2.77,2020-05-19
184,178,4,"280-910044-00184",2019-05-20,2020-06-20,13,,405081,5266053,MATURED,3.09,2019-05-20
186,179,10,"280-910044-00186",2026-02-02,2027-02-02,12,7575118,,7575118,ACTIVE,1.95,2025-05-18
185,179,10,"280-910044-00185",2020-05-19,2025-05-19,60,6790282,,6790282,MATURED,1.67,2023-05-19
188,180,8,"280-910044-00188",2022-05-19,2025-05-19,36,,264422,9519192,MATURED,5.55,2022-05-19
189,181,7,"280-910044-00189",2024-03-13,2024-11-13,8,,300000,2400000,MATURED,8.80,2010-05-22
190,182,8,"280-910044-00190",2023-03-18,2026-03-18,36,,100000,3600000,MATURED,5.64,2018-05-20
192,183,3,"280-910044-00192",2023-11-23,2027-06-23,43,,502608,15078240,CLOSED,2.25,2025-05-18
191,183,3,"280-910044-00191",2022-07-27,2027-08-27,61,,604697,27816062,ACTIVE,2.10,2011-05-22
194,184,10,"280-910044-00194",2018-04-24,2020-11-24,31,23249058,,23249058,MATURED,1.60,2008-05-22
193,184,10,"280-910044-00193",2017-03-28,2019-07-28,28,48129646,,48129646,MATURED,1.74,2008-05-22
196,185,9,"280-910044-00196",2020-03-30,2020-09-30,6,,494715,2968290,MATURED,2.61,2024-05-18
195,185,9,"280-910044-00195",2018-01-07,2018-07-07,6,,411017,2466102,MATURED,2.34,2022-05-19
199,186,9,"280-910044-00199",2018-06-01,2020-02-01,20,,461332,9226640,MATURED,2.32,2018-05-20
198,186,9,"280-910044-00198",2024-11-30,2027-09-30,34,,64265,1092505,ACTIVE,2.51,2025-05-18
197,186,9,"280-910044-00197",2023-11-18,2026-01-18,26,,179958,4678908,MATURED,2.41,2025-05-18
201,187,4,"280-910044-00201",2021-05-27,2023-03-27,22,,379032,8338704,MATURED,2.72,2007-05-23
200,187,4,"280-910044-00200",2025-11-15,2030-08-15,57,,690093,4140558,ACTIVE,3.06,2008-05-22
203,188,5,"280-910044-00203",2026-03-03,2027-03-03,12,,265907,531814,ACTIVE,4.15,2016-05-20
202,188,5,"280-910044-00202",2019-07-29,2020-07-29,12,,273652,3283824,MATURED,3.56,2016-05-20
204,189,1,"280-910044-00204",2023-12-09,2026-03-09,27,11304071,,11304071,MATURED,1.91,2021-05-19
207,190,2,"280-910044-00207",2022-10-17,2026-09-17,47,,155199,6673557,ACTIVE,3.74,2021-05-19
209,191,9,"280-910044-00209",2016-11-24,2018-11-24,24,,233823,5611752,MATURED,2.71,2021-05-19
208,191,9,"280-910044-00208",2023-02-21,2025-03-21,25,,918237,22955925,MATURED,2.47,2007-05-23
210,192,5,"280-910044-00210",2019-09-06,2020-09-06,12,,199749,2396988,MATURED,3.79,2017-05-20
212,193,5,"280-910044-00212",2024-07-12,2025-07-12,12,,185296,2223552,MATURED,4.41,2024-05-18
211,193,5,"280-910044-00211",2024-05-18,2025-05-18,12,,104965,1259580,MATURED,4.63,2025-05-18
213,194,1,"280-910044-00213",2024-08-18,2024-11-18,3,50300940,,50300940,MATURED,2.01,2017-05-20
215,195,8,"280-910044-00215",2023-05-19,2026-05-19,36,,300000,10800000,ACTIVE,5.76,2024-05-18
214,195,8,"280-910044-00214",2023-05-19,2026-05-19,36,,159122,5728392,ACTIVE,5.65,2023-05-19
216,196,3,"280-910044-00216",2022-05-19,2028-01-19,68,,79146,3799008,ACTIVE,1.62,2018-05-20
219,197,6,"280-910044-00219",2026-04-09,2027-04-09,12,,500000,500000,ACTIVE,1.50,2018-05-20
218,197,6,"280-910044-00218",2020-10-25,2022-10-25,24,,139065,3337560,MATURED,5.44,2022-05-19
217,197,6,"280-910044-00217",2018-05-20,2021-03-20,34,,500000,17000000,MATURED,5.14,2022-05-19
222,198,4,"280-910044-00222",2022-05-11,2023-09-11,16,,325338,5205408,MATURED,2.22,2024-05-18
221,198,4,"280-910044-00221",2017-08-27,2020-04-27,32,,115994,3711808,MATURED,2.57,2011-05-22
220,198,4,"280-910044-00220",2021-10-06,2024-07-06,33,,571862,18871446,MATURED,2.81,2025-05-18
224,199,4,"280-910044-00224",2019-05-20,2021-07-20,26,,920520,23933520,MATURED,2.42,2019-05-20
223,199,4,"280-910044-00223",2023-12-05,2026-03-05,27,,957952,25864704,MATURED,3.15,2019-05-20
231,200,9,"280-910044-00231",2021-05-19,2022-11-19,18,,289395,5209110,MATURED,2.47,2021-05-19
230,200,9,"280-910044-00230",2021-05-19,2022-01-19,8,,351863,2814904,MATURED,2.41,2021-05-19
233,201,4,"280-910044-00233",2026-02-26,2030-09-26,55,,486232,972464,ACTIVE,2.52,2023-05-19
232,201,4,"280-910044-00232",2023-05-19,2025-05-19,24,,783039,18792936,MATURED,2.27,2023-05-19
235,202,2,"280-910044-00235",2025-10-23,2029-09-23,47,,200000,1200000,CLOSED,4.37,2025-05-18
234,202,2,"280-910044-00234",2026-01-09,2030-12-09,59,,200000,800000,ACTIVE,4.33,2015-05-21
237,203,7,"280-910044-00237",2023-08-29,2023-09-29,1,,300000,300000,MATURED,6.96,2014-05-21
236,203,7,"280-910044-00236",2023-01-01,2024-01-01,12,,300000,3600000,MATURED,6.97,2014-05-21
238,204,2,"280-910044-00238",2024-10-09,2028-08-09,46,,200000,3800000,CLOSED,4.52,2019-05-20
241,205,4,"280-910044-00241",2026-01-24,2029-11-24,46,,345419,1036257,ACTIVE,3.27,2009-05-22
240,205,4,"280-910044-00240",2023-05-08,2027-05-08,48,,675747,24326892,ACTIVE,2.23,2023-05-19
239,205,4,"280-910044-00239",2024-12-01,2030-08-01,68,,288691,4907747,ACTIVE,2.75,2004-05-23
243,206,3,"280-910044-00243",2022-10-25,2026-08-25,46,,102540,4409220,ACTIVE,2.61,2021-05-19
242,206,3,"280-910044-00242",2018-08-27,2021-05-27,33,,282364,9318012,MATURED,2.36,2025-05-18
244,207,6,"280-910044-00244",2025-05-18,2027-09-18,28,,35317,423804,ACTIVE,4.32,2025-05-18
247,208,4,"280-910044-00247",2021-02-28,2026-04-28,62,,563245,34921190,MATURED,2.85,2012-05-21
246,208,4,"280-910044-00246",2023-05-15,2026-03-15,34,,547673,18620882,MATURED,3.03,2012-05-21
245,208,4,"280-910044-00245",2022-02-11,2027-09-11,67,,605665,30888915,ACTIVE,2.65,2011-05-22
249,209,9,"280-910044-00249",2024-06-15,2026-12-15,30,,207842,4780366,ACTIVE,2.45,2024-05-18
248,209,9,"280-910044-00248",2019-04-29,2022-03-29,35,,246055,8611925,MATURED,2.27,2022-05-19
254,210,7,"280-910044-00254",2021-08-11,2022-12-11,16,,297793,4764688,MATURED,8.64,2022-05-19
253,210,7,"280-910044-00253",2024-08-05,2025-11-05,15,,187528,2812920,MATURED,9.34,2021-05-19
258,211,3,"280-910044-00258",2021-09-18,2026-08-18,59,,141840,7943040,ACTIVE,2.93,2024-05-18
257,211,3,"280-910044-00257",2019-05-20,2021-10-20,29,,285234,8271786,MATURED,1.56,2020-05-19
256,211,3,"280-910044-00256",2022-04-09,2026-09-09,53,,260784,13039200,ACTIVE,2.09,2022-05-19
255,211,3,"280-910044-00255",2020-04-08,2022-11-08,31,,82258,2549998,MATURED,3.01,2021-05-19
261,212,2,"280-910044-00261",2025-08-23,2029-05-23,45,,200000,1600000,CLOSED,4.23,2018-05-20
260,212,2,"280-910044-00260",2022-04-06,2025-11-06,43,,200000,8600000,MATURED,4.56,2018-05-20
259,212,2,"280-910044-00259",2020-01-22,2021-07-22,18,,106756,1921608,MATURED,4.28,2018-05-20
265,213,3,"280-910044-00265",2021-05-19,2027-01-19,68,,422550,25353000,ACTIVE,2.22,2021-05-19
264,213,3,"280-910044-00264",2022-06-14,2027-09-14,63,,442347,20790309,ACTIVE,2.30,2022-05-19
263,213,3,"280-910044-00263",2022-02-04,2025-11-04,45,,252733,11372985,MATURED,2.39,2021-05-19
262,213,3,"280-910044-00262",2021-05-19,2027-02-19,69,,374287,22457220,ACTIVE,1.65,2022-05-19
266,214,8,"280-910044-00266",2022-03-02,2025-03-02,36,,208040,7489440,MATURED,5.64,2021-05-19
269,215,7,"280-910044-00269",2025-05-18,2026-11-18,18,,82342,988104,ACTIVE,6.20,2025-05-18
268,215,7,"280-910044-00268",2025-05-18,2026-02-18,9,,71961,647649,MATURED,7.89,2025-05-18
267,215,7,"280-910044-00267",2025-05-18,2026-01-18,8,,63589,508712,MATURED,4.71,2025-05-18
270,216,6,"280-910044-00270",2017-02-08,2020-01-08,35,,408627,14301945,MATURED,5.45,2020-05-19
273,217,4,"280-910044-00273",2024-04-20,2026-06-20,26,,748399,18709975,ACTIVE,2.27,2020-05-19
272,217,4,"280-910044-00272",2019-09-28,2022-06-28,33,,183669,6061077,MATURED,2.18,2025-05-18
271,217,4,"280-910044-00271",2025-05-09,2029-03-09,46,,921248,11054976,ACTIVE,3.35,2011-05-22
274,218,1,"280-910044-00274",2022-11-06,2024-02-06,15,51857490,,51857490,MATURED,1.91,2013-05-21
277,219,4,"280-910044-00277",2025-05-18,2028-09-18,40,,74919,899028,ACTIVE,3.17,2025-05-18
276,219,4,"280-910044-00276",2025-05-18,2029-12-18,55,,29895,358740,ACTIVE,2.11,2025-05-18
275,219,4,"280-910044-00275",2025-05-18,2028-12-18,43,,50260,603120,CLOSED,2.38,2025-05-18
282,220,9,"280-910044-00282",2025-07-31,2026-08-31,13,,328649,2957841,ACTIVE,2.61,2024-05-18
281,220,9,"280-910044-00281",2024-04-01,2025-02-01,10,,169031,1690310,MATURED,2.56,2025-05-18
280,220,9,"280-910044-00280",2020-05-08,2022-01-08,20,,369014,7380280,MATURED,2.39,2022-05-19
283,221,5,"280-910044-00283",2024-07-19,2025-07-19,12,,300000,3600000,MATURED,2.43,2021-05-19
284,222,2,"280-910044-00284",2022-07-29,2024-01-29,18,,163437,2941866,MATURED,5.00,2022-05-19
285,223,3,"280-910044-00285",2021-05-19,2024-12-19,43,,126564,5442252,MATURED,1.98,2021-05-19
286,224,1,"280-910044-00286",2019-03-23,2019-08-23,5,41368613,,41368613,MATURED,2.06,2015-05-21
288,225,4,"280-910044-00288",2024-06-03,2026-10-03,28,,312805,7194515,CLOSED,2.40,2024-05-18
287,225,4,"280-910044-00287",2019-05-20,2023-08-20,51,,288877,14732727,MATURED,3.11,2019-05-20
290,226,10,"280-910044-00290",2025-05-18,2027-04-18,23,41267276,,41267276,ACTIVE,2.06,2025-05-18
289,226,10,"280-910044-00289",2025-05-18,2030-02-18,57,51130369,,51130369,ACTIVE,1.63,2025-05-18
292,227,2,"280-910044-00292",2016-09-25,2020-12-25,51,,200000,10200000,MATURED,4.28,2021-05-19
291,227,2,"280-910044-00291",2025-10-08,2030-05-08,55,,200000,1400000,ACTIVE,3.99,2023-05-19
294,228,4,"280-910044-00294",2026-01-24,2027-09-24,20,,324613,973839,ACTIVE,2.20,2022-05-19
293,228,4,"280-910044-00293",2021-05-19,2026-11-19,66,,587854,35271240,ACTIVE,3.19,2024-05-18
296,229,7,"280-910044-00296",2021-09-21,2022-01-21,4,,300000,1200000,MATURED,9.12,2020-05-19
295,229,7,"280-910044-00295",2022-03-23,2024-01-23,22,,121972,2683384,MATURED,5.34,2015-05-21
300,230,5,"280-910044-00300",2026-04-27,2027-04-27,12,,300000,300000,ACTIVE,3.52,2025-05-18
299,230,5,"280-910044-00299",2021-05-19,2022-05-19,12,,287806,3453672,MATURED,4.63,2021-05-19
301,231,1,"280-910044-00301",2023-12-24,2026-09-24,33,38871433,,38871433,ACTIVE,2.20,2021-05-19
302,232,1,"280-910044-00302",2020-05-27,2021-09-27,16,37540379,,37540379,MATURED,1.88,2007-05-23
305,233,1,"280-910044-00305",2020-01-01,2020-03-01,2,16743746,,16743746,MATURED,2.17,2004-05-23
304,233,1,"280-910044-00304",2017-12-06,2018-07-06,7,29860757,,29860757,MATURED,1.87,2004-05-23
303,233,1,"280-910044-00303",2023-06-24,2024-09-24,15,41266124,,41266124,MATURED,1.93,2023-05-19
307,234,2,"280-910044-00307",2020-02-22,2024-04-22,50,,200000,10000000,MATURED,3.96,2019-05-20
306,234,2,"280-910044-00306",2021-10-28,2023-02-28,16,,107877,1726032,MATURED,4.78,2021-05-19
309,235,5,"280-910044-00309",2021-05-19,2022-05-19,12,,300000,3600000,MATURED,3.97,2021-05-19
308,235,5,"280-910044-00308",2021-05-19,2022-05-19,12,,300000,3600000,MATURED,3.27,2022-05-19
312,236,4,"280-910044-00312",2020-04-30,2021-02-28,10,,191271,1912710,MATURED,3.28,2022-05-19
311,236,4,"280-910044-00311",2022-02-26,2022-08-26,6,,227317,1363902,MATURED,3.07,2024-05-18
310,236,4,"280-910044-00310",2020-11-20,2025-08-20,57,,105349,6004893,MATURED,2.64,2019-05-20
314,237,10,"280-910044-00314",2016-07-20,2016-12-20,5,36522813,,36522813,MATURED,1.64,2022-05-19
313,237,10,"280-910044-00313",2022-08-08,2024-06-08,22,30098256,,30098256,MATURED,1.65,2015-05-21
316,238,1,"280-910044-00316",2024-05-18,2024-10-18,5,28679853,,28679853,MATURED,1.97,2024-05-18
315,238,1,"280-910044-00315",2025-09-02,2026-08-02,11,47228496,,47228496,ACTIVE,1.81,2024-05-18
317,239,4,"280-910044-00317",2024-05-18,2028-06-18,49,,245431,5890344,ACTIVE,3.13,2024-05-18
322,240,8,"280-910044-00322",2018-10-25,2021-10-25,36,,300000,10800000,MATURED,5.79,2018-05-20
321,240,8,"280-910044-00321",2018-11-23,2021-11-23,36,,153124,5512464,MATURED,5.93,2021-05-19
324,241,9,"280-910044-00324",2018-09-09,2019-11-09,14,,197046,2758644,MATURED,2.34,2025-05-18
323,241,9,"280-910044-00323",2018-05-20,2021-02-20,33,,186208,6144864,MATURED,2.41,2021-05-19
325,242,9,"280-910044-00325",2022-07-12,2025-05-12,34,,642559,21847006,MATURED,2.56,2011-05-22
327,243,8,"280-910044-00327",2023-12-10,2026-12-10,36,,300000,8700000,ACTIVE,5.52,2023-05-19
326,243,8,"280-910044-00326",2022-09-02,2025-09-02,36,,300000,10800000,MATURED,5.96,2024-05-18
329,244,4,"280-910044-00329",2020-02-05,2022-08-05,30,,771242,23137260,MATURED,3.01,2023-05-19
328,244,4,"280-910044-00328",2024-11-26,2029-05-26,54,,877395,14915715,ACTIVE,3.02,2016-05-20
332,245,6,"280-910044-00332",2023-12-28,2025-10-28,22,,174872,3847184,MATURED,3.48,2020-05-19
331,245,6,"280-910044-00331",2020-09-04,2022-07-04,22,,312900,6883800,MATURED,2.31,2022-05-19
330,245,6,"280-910044-00330",2025-07-02,2027-07-02,24,,269554,2695540,ACTIVE,2.34,2019-05-20
334,246,7,"280-910044-00334",2023-07-09,2024-02-09,7,,132329,926303,MATURED,6.09,2023-05-19
333,246,7,"280-910044-00333",2023-05-19,2023-09-19,4,,199565,798260,MATURED,7.28,2023-05-19
337,247,3,"280-910044-00337",2018-05-20,2021-02-20,33,,580937,19170921,MATURED,2.02,2020-05-19
336,247,3,"280-910044-00336",2023-05-04,2025-10-04,29,,636854,18468766,MATURED,3.09,2018-05-20
335,247,3,"280-910044-00335",2020-10-14,2023-03-14,29,,104672,3035488,MATURED,2.82,2018-05-20
339,248,9,"280-910044-00339",2023-06-17,2025-09-17,27,,621431,16778637,MATURED,2.70,2008-05-22
338,248,9,"280-910044-00338",2023-10-25,2024-07-25,9,,706881,6361929,MATURED,2.56,2012-05-21
340,249,3,"280-910044-00340",2026-02-18,2030-02-18,48,,100157,200314,ACTIVE,1.51,2023-05-19
344,250,8,"280-910044-00344",2020-09-16,2023-09-16,36,,300000,10800000,MATURED,5.93,2017-05-20
343,250,8,"280-910044-00343",2017-05-20,2020-05-20,36,,300000,10800000,MATURED,5.66,2017-05-20
346,251,9,"280-910044-00346",2025-05-29,2026-05-29,12,,16401,180411,ACTIVE,2.59,2025-05-18
345,251,9,"280-910044-00345",2025-05-18,2027-11-18,30,,99844,1198128,ACTIVE,2.21,2025-05-18
